hanzi,pinyin,meaning,distractor_1,distractor_2,distractor_3,distractor_4,distractor_5,distractor_6,distractor_7,distractor_8,distractor_9,level
肖,xiào,to resemble,有,泪,寺,俏,当,谊,宇,酒,泊,HSK7-9
羞,xiū,shy,塞,奉,差,搓,着,妻,寿,望,霍,HSK7-9
瞪,dèng,to glare,蹬,缅,橙,澄,暇,群,藻,渔,磋,HSK7-9
俘,fú,captive,茅,传,馅,倾,将,符,颈,得,债,HSK7-9
滩,tān,beach,涛,潦,雄,浏,激,潘,澈,淆,涤,HSK7-9
催,cuī,to urge,惟,样,徘,唯,程,柄,谁,律,祸,HSK7-9
胀,zhàng,to swell,张,账,涨,访,屁,帐,尿,助,很,HSK7-9
抹,mǒ,to smear,珠,昧,拴,袜,蛛,味,扶,妹,拾,HSK7-9
妄,wàng,absurd,姜,妻,宴,安,要,客,竖,丧,卖,HSK7-9
逝,shì,pass away,浙,逮,振,逊,斩,进,撕,渐,蜥,HSK7-9
盈,yíng,full,笛,盘,短,莓,窜,牌,留,座,碑,HSK7-9
翁,wēng,elderly man,嗡,袋,绩,诱,悉,资,念,综,恳,HSK7-9
浙,zhè,Zhejiang,渐,逝,淀,沏,浮,涕,溜,绿,潘,HSK7-9
吁,xū,gasp,节,时,苛,于,刊,担,盯,叮,扫,HSK7-9
框,kuàng,frame,植,桂,程,棺,柜,槁,粘,槽,杠,HSK7-9
吼,hǒu,to roar,批,耽,扼,扎,孔,帆,现,拖,轧,HSK7-9
摊,tān,stall,摧,橄,拂,蜓,铸,掐,斑,播,树,HSK7-9
耸,sǒng,to shrug,坚,香,看,客,拾,基,奋,卒,聋,HSK7-9
裸,luǒ,naked,棵,禅,踝,辣,袜,楼,课,裙,祥,HSK7-9
摧,cuī,to destroy,捕,捶,推,搓,捧,捅,蒲,押,播,HSK7-9
淋,lín,to drench,琳,株,袜,麻,彬,棵,梯,林,桥,HSK7-9
饥,jī,starving,讥,巩,炕,航,肌,仇,机,杭,视,HSK7-9
逢,féng,to come upon,蓬,篷,泽,凄,锋,凑,遂,鲨,浸,HSK7-9
翔,xiáng,to soar,翅,陈,蔬,谤,惑,炼,规,镜,锐,HSK7-9
巫,wū,witch,坐,囚,知,矩,炬,亚,厢,因,呕,HSK7-9
蠢,chǔn,clumsy,薄,螺,蟹,镯,覆,爵,巅,壤,蹲,HSK7-9
掘,jué,to dig,据,握,塘,堤,朝,提,崭,蝗,腥,HSK7-9
逮,dài,to arrest,违,递,逝,连,逛,凄,遛,遗,退,HSK7-9
晰,xī,clear,蜥,橱,桐,横,柿,粮,咐,根,种,HSK7-9
脊,jǐ,backbone,隶,表,装,康,爷,衷,泰,爸,裹,HSK7-9
刹,shā,to brake,栋,冻,粽,谢,拣,咙,剥,恋,销,HSK7-9
芒,máng,awn,苦,宝,莹,旱,早,吐,卓,苛,章,HSK7-9
筋,jīn,tendon,旋,傍,烧,筑,笼,族,胧,筷,伤,HSK7-9
焰,yàn,flame,熄,陷,熔,馅,煽,烦,炼,烤,纳,HSK7-9
恳,kěn,earnest,悬,怠,拯,瓷,窃,综,悉,惑,惹,HSK7-9
谱,pǔ,chart,请,语,谊,诺,谓,评,蔼,憎,普,HSK7-9
哎,āi,exclamation,叹,艾,玫,蚊,攻,咬,坟,故,仗,HSK7-9
巢,cháo,nest,果,要,集,坚,怪,兼,课,渠,竖,HSK7-9
吩,fēn,to instruct,盼,份,扮,分,伤,吹,仿,芬,朵,HSK7-9
吏,lì,government official,更,史,麦,央,使,夷,束,走,英,HSK7-9
恕,shù,to forgive,骚,海,媳,鸡,弦,弥,晚,钩,恳,HSK7-9
倦,juàn,tired,储,祷,筹,俺,衔,符,倒,诫,傍,HSK7-9
夷,yí,barbarian,美,芙,英,夹,吏,莫,男,秉,麦,HSK7-9
捧,pěng,to hold with both hands,搓,择,摔,捶,揍,摧,捅,垫,摆,HSK7-9
肾,shèn,kidney,督,窝,最,暂,嗜,寝,哲,穿,茅,HSK7-9
荐,jiàn,to recommend,存,著,等,幕,拦,字,孪,华,蒋,HSK7-9
哑,yǎ,mute,砸,监,亚,耐,瑞,踹,衅,崛,峭,HSK7-9
炭,tàn,charcoal,荧,盔,灵,灰,灾,赤,寂,嵌,盗,HSK7-9
眨,zhǎ,to blink,贬,乏,芝,之,乔,泛,尖,朵,秃,HSK7-9
舅,jiù,maternal uncle,寡,寞,勇,掌,募,蔓,易,男,寝,HSK7-9
昧,mèi,dim,味,眯,抹,珠,咪,谋,根,袜,蛛,HSK7-9
谍,dié,espionage,谋,课,碟,模,禁,操,禅,探,躁,HSK7-9
龟,guī,tortoise,色,免,争,兔,艳,巷,老,挣,鬼,HSK7-9
姜,jiāng,ginger,妻,妄,宴,要,萎,轰,麦,接,菱,HSK7-9
肆,sì,four,辖,蒲,搓,铺,摔,谨,棒,津,辅,HSK7-9
泣,qì,to weep,滨,凉,消,泻,淀,淳,淌,冻,法,HSK7-9
屡,lǚ,repeatedly,履,厦,庭,菊,廉,犀,磨,寇,摩,HSK7-9
溢,yì,to overflow,浑,渔,读,深,涩,渣,湘,溜,淳,HSK7-9
丸,wán,pill,光,九,先,抚,尤,抗,对,执,扰,HSK7-9
厢,xiāng,side room,矩,棺,柜,知,程,相,框,炬,植,HSK7-9
谜,mí,riddle,糙,剩,渊,继,粽,稳,迷,踩,料,HSK7-9
阎,yán,lane gate,箭,闹,简,筒,阀,闯,蔼,精,阅,HSK7-9
卸,xiè,to unload,却,即,讳,时,布,钉,钙,诺,野,HSK7-9
娶,qǔ,to take a wife,轰,萎,委,爱,葵,奏,援,接,段,HSK7-9
沫,mò,foam,沐,珠,袜,深,渣,咪,决,洽,述,HSK7-9
嗓,sǎng,throat,桑,秦,傻,唉,楼,兼,揉,婪,梨,HSK7-9
焚,fén,to burn,煲,梦,透,款,迷,瑟,荧,婪,途,HSK7-9
菊,jú,chrysanthemum,梅,探,第,惹,侮,蒋,腐,楚,等,HSK7-9
稻,dào,rice plant,睬,蹈,谣,滔,踩,橙,稚,榴,馅,HSK7-9
迄,qì,until,挖,货,窃,吃,逃,怎,弦,怠,杂,HSK7-9
蜀,shǔ,Sichuan,萄,蜜,蔼,幕,惠,野,崎,患,塑,HSK7-9
泌,mì,to secrete,泳,必,沟,冰,淤,沙,讼,汤,沁,HSK7-9
枢,shū,hub,呕,抠,和,躯,柄,巫,棺,杠,恼,HSK7-9
鹤,hè,crane,静,嘴,鸭,蟹,陶,掏,镜,膊,唬,HSK7-9
蚀,shí,to corrode,烛,馆,填,浊,钟,琐,饵,瑚,怯,HSK7-9
霜,shuāng,frost,稿,谨,霍,精,请,霞,擅,槁,犁,HSK7-9
捆,kǔn,bundle,抠,栖,框,粘,拓,虾,植,棺,档,HSK7-9
丙,bǐng,third,内,岗,冈,因,肉,矩,尹,西,吞,HSK7-9
犬,quǎn,dog,大,矢,失,天,夫,关,庆,央,夹,HSK7-9
奠,diàn,to establish,寞,奥,莫,案,侯,寡,臭,卖,旁,HSK7-9
荫,yìn,shade,萨,堕,悲,损,萌,鹊,陡,脖,氓,HSK7-9
茎,jīng,stem,李,芽,窄,香,蛋,卖,季,妄,字,HSK7-9
凳,dèng,stool,势,挎,染,晓,氛,契,卷,挖,冤,HSK7-9
烁,shuò,bright,炫,你,减,讼,渺,似,炒,钞,松,HSK7-9
毯,tǎn,blanket,毅,烫,线,黎,遂,缘,滚,缀,掺,HSK7-9
泻,xiè,diarrhea,淳,冯,溃,污,混,渴,清,烹,消,HSK7-9
晤,wù,to meet,暗,罪,咱,菲,距,咀,晴,唱,南,HSK7-9
捣,dǎo,to pound,揭,鸣,拇,搏,鸦,鹊,损,鸭,呜,HSK7-9
旷,kuàng,spacious,矿,听,甸,句,旬,苟,呢,职,哈,HSK7-9
彬,bīn,elegant,淋,秒,核,袜,株,极,秽,松,校,HSK7-9
澄,chéng,clear,溜,渔,蹬,涕,潜,潘,淮,橙,淀,HSK7-9
萎,wěi,to wither,姜,葵,委,轰,妻,柔,菱,妄,娶,HSK7-9
滔,tāo,torrential,浮,溃,涕,淫,谣,溜,淀,浸,衍,HSK7-9
瞅,chǒu,to look at,锹,揪,微,嗽,漱,椒,秋,衡,砌,HSK7-9
佑,yòu,to bless,佐,作,伍,右,伸,住,伴,伊,伯,HSK7-9
冶,yě,to smelt,治,怡,抬,胎,台,殆,沼,沿,传,HSK7-9
搂,lǒu,to put one's arm around,楼,接,揍,拨,择,援,棱,释,救,HSK7-9
浏,liú,swift,涛,涕,滩,添,练,沏,涤,冻,浮,HSK7-9
呕,ǒu,to vomit,枢,咽,抠,困,躯,巫,匿,区,临,HSK7-9
萌,méng,to sprout,朝,胡,腊,弹,哨,挡,驻,肿,啪,HSK7-9
呐,nà,to shout,帖,柄,肿,晒,粘,帕,啪,咐,捆,HSK7-9
讳,huì,taboo,针,评,诗,诺,请,详,却,错,许,HSK7-9
琢,zhuó,chisel,啄,豚,玻,嫁,疲,披,菠,圾,坡,HSK7-9
胚,pēi,embryo,腔,倍,烟,短,矩,侄,府,赴,侍,HSK7-9
栓,shuān,plug,麻,检,棵,株,袜,材,拴,体,林,HSK7-9
汰,tài,to eliminate,沃,涂,浓,波,沫,决,沐,渡,浴,HSK7-9
徊,huái,to pace back and forth,呵,间,临,问,恒,喧,怔,呀,短,HSK7-9
惫,bèi,exhausted,条,揉,拎,贫,净,僚,舒,资,祭,HSK7-9
怠,dài,idle,急,恳,悬,鸿,怎,馈,聪,意,惹,HSK7-9
崭,zhǎn,towering,护,握,锯,据,挫,塘,堤,斩,瘤,HSK7-9
揪,jiū,to hold tight,锹,掀,瞅,秋,称,椒,秘,漱,极,HSK7-9
捂,wǔ,to cover with one's hand,措,君,拓,审,市,扫,语,拒,错,HSK7-9
婪,lán,greedy,探,森,辣,轻,楚,菊,裸,速,棱,HSK7-9
祀,sì,to offer sacrifice,礼,记,疤,花,朽,纪,苟,有,射,HSK7-9
岔,chà,to diverge,盆,芬,秀,芥,求,尖,桨,泉,哀,HSK7-9
饵,ěr,bait,馆,蚀,怯,饪,填,站,环,丢,去,HSK7-9
隘,ài,narrow,溢,阵,磕,赔,密,悲,陪,蒋,蕴,HSK7-9
剔,tī,to pick out,削,易,惕,锡,踢,剃,闹,猾,赐,HSK7-9
拴,shuān,to tie,捨,拾,抹,搭,择,珠,栓,扶,轻,HSK7-9
涤,dí,to wash,涂,滚,溪,凌,姿,浇,淆,淫,泽,HSK7-9
拽,zhuài,to pull,挤,拼,找,拐,挟,接,战,按,执,HSK7-9
睬,cǎi,to notice,踩,稻,眯,深,裸,秽,澡,咪,蹈,HSK7-9
捍,hàn,to defend,掉,描,捏,苛,措,挂,峙,搞,挡,HSK7-9
侃,kǎn,upright,慌,荒,祝,炖,勋,呢,航,览,杭,HSK7-9
蕾,lěi,flower bud,晴,睛,瞎,喧,嘻,南,曹,董,雷,HSK7-9
啃,kěn,to nibble,晴,常,睛,副,搞,晶,唱,呵,喧,HSK7-9
筐,kuāng,basket,辈,管,闺,磊,窖,型,墨,蓄,署,HSK7-9
磊,lěi,pile of stones,碧,福,窖,幕,侄,晕,语,室,墓,HSK7-9
筝,zhēng,kite,寨,第,谤,拷,绪,蜜,祷,拳,跨,HSK7-9
掐,qiā,pinch,瑰,捅,播,搭,揭,择,拷,荐,梅,HSK7-9
倔,jué,stubborn,扁,僧,偶,屉,掘,偏,倡,塘,碍,HSK7-9
橙,chéng,orange,粹,蹬,裸,瞪,祷,榴,榕,检,榨,HSK7-9
酣,hān,heartily,酷,醋,担,拍,苗,抽,串,革,晒,HSK7-9
叼,diāo,hold in the mouth,钙,巧,何,朽,号,与,亏,闭,守,HSK7-9
汛,xùn,flood,讯,试,汽,污,况,沉,湖,询,忧,HSK7-9
讹,é,to extort,符,弥,桃,沈,衔,诫,溉,秘,孙,HSK7-9
屹,yì,towering,吃,花,忆,挖,抒,老,礼,亿,乞,HSK7-9
抡,lūn,to swing,抢,论,伦,轮,拎,疮,枪,沧,呛,HSK7-9
椰,yē,coconut,哪,邻,挪,柳,郎,郁,郊,槐,邪,HSK7-9
灸,jiǔ,moxibustion,炎,多,姿,彩,移,痰,烫,煲,绞,HSK7-9
焊,hàn,to weld,煌,痹,灿,炯,炬,得,烟,赃,判,HSK7-9
抠,kōu,to dig out,躯,枢,捆,呕,函,却,恼,拓,冈,HSK7-9
掰,bāi,to break off,饿,艇,缎,锈,锻,娥,悠,缴,激,HSK7-9
沏,qī,to infuse,浙,汤,钧,绿,烤,钓,钩,浮,荡,HSK7-9
兰,lán,orchid,三,当,亡,豆,平,宝,堂,章,音,HSK7-9
洲,zhōu,continent,渊,泣,淀,源,衍,测,惕,涮,渺,HSK7-9
伊,yī,they,佐,佑,侠,保,仔,俱,侯,使,侦,HSK7-9
伯,bó,father's older brother,估,店,右,但,怕,借,庄,侣,在,HSK7-9
莫,mò,nobody,吴,臭,桌,寞,是,畏,芽,某,定,HSK7-9
唐,táng,Tang dynasty,屋,雇,崖,眉,库,庸,售,屑,属,HSK7-9
君,jūn,monarch,审,智,吞,捂,崔,若,春,右,暮,HSK7-9
宋,sòng,Song Dynasty,朱,来,术,末,床,荣,未,本,木,HSK7-9
丝,sī,silk,垒,察,舷,袋,俘,经,绪,箩,拳,HSK7-9
迹,jì,trace,逃,逊,选,恋,递,迄,弥,炫,途,HSK7-9
朱,zhū,vermilion,未,末,宋,来,术,米,木,本,床,HSK7-9
役,yì,service,设,股,投,授,没,疫,板,彼,务,HSK7-9
杜,dù,to prevent,杠,杆,枉,桂,柱,棺,社,粘,柜,HSK7-9
荒,huāng,wasteland,壳,慌,冠,宪,玩,荆,院,吭,侃,HSK7-9
瑞,ruì,auspicious,揣,踹,峙,喘,端,带,捍,锦,幕,HSK7-9
御,yù,to resist,衔,卿,慨,饰,衡,喊,德,憾,诫,HSK7-9
伏,fú,to bend over,侠,状,仗,价,失,快,庆,休,矢,HSK7-9
岩,yán,rock,早,宝,百,但,右,告,齿,卓,吉,HSK7-9
荡,dàng,to swing,鲨,扬,药,涩,续,绩,漾,淆,葱,HSK7-9
迪,dí,to enlighten,道,迫,追,适,速,造,逼,逞,埋,HSK7-9
掩,yǎn,conceal,拖,俺,掏,搏,瑰,挎,捣,拷,晓,HSK7-9
拟,nǐ,to draft,似,挑,姚,振,逊,跳,城,浙,炫,HSK7-9
伪,wěi,bogus,伤,优,为,仿,仇,仍,初,傍,侠,HSK7-9
柔,róu,soft,矣,揉,桑,委,案,萎,季,葵,秀,HSK7-9
芳,fāng,fragrant,旁,劳,宪,芽,房,茄,宠,党,苟,HSK7-9
脉,mài,blood vessels,咏,涨,旅,腺,冰,族,浆,歇,般,HSK7-9
柏,bǎi,cypress,柜,相,枉,怕,枯,杠,柱,桂,植,HSK7-9
兽,shòu,beast,宫,曾,富,晶,旱,害,普,堂,晋,HSK7-9
涌,yǒng,to gush,浦,诵,淆,涡,治,潘,滴,演,净,HSK7-9
筹,chóu,chip,拳,急,寨,第,惹,等,攀,擦,策,HSK7-9
阁,gé,pavilion,诸,率,窘,诺,商,窝,诵,寄,阀,HSK7-9
衰,shuāi,to decline,袁,哀,衷,裳,畏,表,装,李,录,HSK7-9
仲,zhòng,middle,伸,什,估,伴,件,住,任,伯,冲,HSK7-9
仗,zhàng,battle,使,伏,丈,友,仅,叹,杖,失,侠,HSK7-9
玄,xuán,mysterious,矛,杀,予,冶,丢,考,茅,孝,传,HSK7-9
苍,cāng,ashen,茶,疮,芥,仓,抢,芬,沧,柴,抡,HSK7-9
抖,dǒu,to tremble,持,拌,插,捎,拧,扑,押,抬,掠,HSK7-9
齿,chǐ,teeth,岩,宝,因,缸,卤,芒,担,叶,西,HSK7-9
捷,jié,nimble,提,拼,摧,拥,蔑,捉,据,握,募,HSK7-9
削,xuē,to pare,前,制,剔,剃,别,峭,咐,哨,箭,HSK7-9
沃,wò,fertile,汰,袄,浓,决,涂,没,跃,济,波,HSK7-9
雇,gù,to hire,屏,屋,库,唐,售,屑,牌,犀,短,HSK7-9
莲,lián,lotus,连,遇,通,违,蓬,速,遗,避,读,HSK7-9
岳,yuè,wife's parents,击,臣,苗,宙,中,世,串,丰,丘,HSK7-9
舱,cāng,cabin,抢,创,脆,舵,航,呛,疮,筋,宛,HSK7-9
俊,jùn,handsome,峻,绞,饺,铰,凌,液,绎,竣,络,HSK7-9
呵,hē,to berate,叮,盯,问,间,可,喧,吁,唱,晴,HSK7-9
妖,yāo,bewitching,妓,牧,饭,玫,敌,奴,姊,扳,攻,HSK7-9
妨,fáng,to hinder,奶,劝,妒,姊,旅,肪,殷,胶,好,HSK7-9
郁,yù,depressed,邪,郭,都,那,郎,部,邦,廊,耶,HSK7-9
溜,liū,to glide,溃,滴,缔,谤,澄,涕,溢,综,海,HSK7-9
穴,xué,cave,尖,六,兴,吵,贝,灭,为,灯,小,HSK7-9
卓,zhuó,outstanding,草,旱,早,罩,昔,苦,皇,占,芒,HSK7-9
茫,máng,boundless,诺,诗,浩,洁,语,错,评,泄,针,HSK7-9
剥,bāo,to peel,掠,铜,刺,刹,拣,销,混,润,撑,HSK7-9
喘,chuǎn,to gasp,踹,砸,瑞,啼,揣,鼎,端,晴,副,HSK7-9
浑,hún,muddy,溢,渔,谣,润,深,溃,淳,涩,洋,HSK7-9
爹,diē,dad,修,诊,渗,珍,多,参,灸,掺,趁,HSK7-9
酬,chóu,reward,牺,酝,醉,萧,栖,悔,墟,醇,荐,HSK7-9
泊,bó,to moor,泪,沾,沽,沮,洁,油,浩,汪,活,HSK7-9
贾,gǔ,merchant,赏,贵,贡,员,责,页,贯,票,贺,HSK7-9
涛,tāo,large waves,瀑,淆,涕,练,港,沸,潦,潘,凑,HSK7-9
悠,yōu,drawn out,缎,馁,竣,徽,铰,矫,峻,骏,微,HSK7-9
卑,bēi,inferior,单,窜,革,审,啤,智,宝,宰,早,HSK7-9
翅,chì,wing,寂,蔽,翔,舔,殴,越,裁,额,庭,HSK7-9
蛮,mán,barbaric,评,室,许,空,侄,弯,罕,窑,临,HSK7-9
歧,qí,fork in the road,技,坡,玫,鼓,政,块,玻,攻,坟,HSK7-9
勉,miǎn,strive,尬,扮,族,换,焕,筋,舱,挽,炮,HSK7-9
佐,zuǒ,assistant,佑,伊,住,伍,左,作,伴,胚,俱,HSK7-9
咐,fù,to instruct,桐,怖,棕,惊,晾,哗,哨,档,悄,HSK7-9
拘,jū,to detain,抱,掏,扼,跑,饱,蛇,呢,拐,询,HSK7-9
婴,yīng,baby,樱,耍,策,窥,瓷,第,颖,婪,赛,HSK7-9
庸,yōng,mediocre,属,唐,瞻,屑,屏,扁,周,膳,扇,HSK7-9
枯,kū,withered,柏,估,枉,柱,在,桂,牡,相,怕,HSK7-9
渊,yuān,abyss,继,洲,粒,粽,深,谜,淋,栋,粮,HSK7-9
藤,téng,rattan,载,搁,静,额,磋,辅,裁,镑,截,HSK7-9
挪,nuó,to move,哪,娜,绑,椰,瓶,那,势,挠,抛,HSK7-9
脂,zhī,fat,指,胎,尿,脖,皆,鹿,留,匙,船,HSK7-9
罕,hǎn,rare,空,至,室,牢,车,窑,半,侄,歪,HSK7-9
挽,wǎn,to pull,换,挨,挠,挣,挤,找,拼,挺,埃,HSK7-9
骚,sāo,to disturb,骆,媳,骄,跌,跨,婿,毁,骑,馒,HSK7-9
拓,tuò,to develop,扫,扛,若,钻,扣,布,控,担,在,HSK7-9
歪,wāi,askew,查,宝,谊,至,当,否,牢,罕,半,HSK7-9
粘,zhān,to glue,桂,棺,相,杠,柏,枉,档,钻,柜,HSK7-9
柄,bǐng,handle,柿,祸,梢,和,棺,栖,枢,村,榨,HSK7-9
棍,gùn,rod,销,梢,损,刺,棉,捎,棕,橱,标,HSK7-9
惹,rě,to provoke,垮,悬,擦,愚,意,急,惠,挎,菊,HSK7-9
媚,mèi,to flatter,娘,嬉,殖,敲,妒,猎,猖,锯,皱,HSK7-9
漆,qī,paint,涤,滚,泽,淫,涂,浅,缕,溪,洛,HSK7-9
膝,xī,knee,救,猴,黎,斜,拨,缎,绿,矮,猿,HSK7-9
辰,chén,sign of the dragon,定,晨,尿,层,哀,痕,畏,展,渠,HSK7-9
舶,bó,big boat,腊,脏,脾,昭,胖,胆,胜,肝,朗,HSK7-9
讽,fěng,to mock,枫,诫,纲,诚,钢,疯,风,观,贿,HSK7-9
涵,hán,culvert,洒,润,诸,诺,函,谐,棕,酒,诵,HSK7-9
僵,jiāng,stiff,谭,僧,谓,蕾,懂,福,喂,晴,喧,HSK7-9
肢,zhī,limb,友,股,皮,技,攻,玻,玫,扳,蚊,HSK7-9
茅,máo,straw,穿,窝,序,季,李,蒋,录,荐,孝,HSK7-9
舆,yú,carriage,专,填,粪,典,砖,宾,慎,益,卖,HSK7-9
杭,háng,Hangzhou,机,祝,抗,枕,忧,恍,吭,究,讥,HSK7-9
凄,qī,bitter cold,凑,逮,妻,递,逢,凌,浸,接,裹,HSK7-9
浸,jìn,to immerse,漫,凌,渡,凑,泽,淀,奏,凄,济,HSK7-9
贞,zhēn,loyal,页,员,贵,贝,贡,侦,责,坝,质,HSK7-9
坟,fén,tomb,攻,玫,技,蚊,哎,仗,歧,改,收,HSK7-9
哨,shào,whistle,晾,悄,捎,挡,萌,梢,俏,呀,碍,HSK7-9
昔,xī,the past,宜,草,直,百,卓,早,吾,首,旱,HSK7-9
谬,miù,erroneous,寥,惨,掺,鲨,参,修,荡,羡,逐,HSK7-9
蓬,péng,disheveled,篷,莲,逢,寨,递,鲨,凄,遥,瑟,HSK7-9
沾,zhān,to moisten,沽,泊,泪,汪,油,江,汗,洁,沮,HSK7-9
桶,tǒng,bucket,诵,椅,捅,橘,棒,梯,铺,柿,榴,HSK7-9
垒,lěi,rampart,茅,蒋,蜜,等,裔,穿,套,率,素,HSK7-9
霉,méi,mildew,霍,雹,霞,譬,掌,震,舅,驾,惠,HSK7-9
杖,zhàng,cane,枝,权,枚,仗,收,使,伏,扶,快,HSK7-9
轴,zhóu,axle,捕,袖,轩,蛙,哺,蝉,钳,钟,埋,HSK7-9
攀,pān,to climb,擦,筹,拳,探,惹,菊,寨,祷,薪,HSK7-9
芦,lú,reed,声,片,店,庙,窟,昼,庄,月,居,HSK7-9
沼,zhǎo,marsh,沿,治,洽,污,沪,消,渣,潜,浪,HSK7-9
祷,dǎo,to pray,铸,衔,储,裙,树,橙,粹,筝,馅,HSK7-9
熙,xī,splendid,照,燕,蔗,期,羔,烈,蕉,焦,黑,HSK7-9
哗,huá,to clamor,咙,咐,倘,挥,精,磕,犁,碍,傅,HSK7-9
胳,gē,arm,腹,赂,骆,敌,略,路,敢,格,络,HSK7-9
竖,shù,vertical,坚,怪,举,妄,轻,莽,赶,客,芽,HSK7-9
峻,jùn,lofty,竣,俊,凌,骏,绞,铰,悠,饺,较,HSK7-9
屑,xiè,bits,犀,肩,唇,厚,扇,屋,局,层,库,HSK7-9
渗,shèn,to seep,掺,滚,参,惨,修,缘,黎,诊,烫,HSK7-9
荆,jīng,vitex,唠,刑,勒,摸,剃,拂,模,勘,兢,HSK7-9
雁,yàn,wild goose,厢,牌,短,痴,磋,知,腥,雇,煌,HSK7-9
诵,sòng,to read aloud,桶,蜜,诸,诺,涌,椅,舒,阁,涵,HSK7-9
醇,chún,mellow wine,碧,暂,著,醒,醉,薯,莓,崎,型,HSK7-9
笛,dí,bamboo flute,鱼,竿,盈,辟,客,君,盘,替,窑,HSK7-9
瞄,miáo,to take aim,呻,蝗,畔,睦,础,瞎,碑,蜡,晤,HSK7-9
篷,péng,covering,蓬,逢,缝,隧,繁,擎,锋,葱,缕,HSK7-9
淹,yān,to flood,港,潦,淆,净,浇,瀑,渐,钓,钧,HSK7-9
卒,zú,soldier,弃,牵,垄,翠,李,弈,窄,率,窘,HSK7-9
妒,dù,to be jealous,娘,妨,始,好,姊,护,改,媚,如,HSK7-9
燥,zào,dry,臊,煤,煽,煌,澡,藻,焊,歌,操,HSK7-9
侮,wǔ,to insult,悔,梅,腐,傅,菊,莓,算,鸽,每,HSK7-9
狡,jiǎo,crafty,胶,绞,狭,饺,效,娇,铰,驳,叛,HSK7-9
阀,fá,valve,精,怖,阁,祸,阎,挥,阅,惰,裤,HSK7-9
灶,zào,cooking stove,性,住,壮,炬,针,供,钻,伴,惦,HSK7-9
凿,záo,bore a hole,睦,南,显,蓝,壶,型,匿,晴,画,HSK7-9
畴,chóu,category,铸,摊,铺,帷,摧,辆,锦,祷,踊,HSK7-9
蝇,yíng,fly,搏,摘,聘,魄,掏,瑰,螺,靶,蝴,HSK7-9
沪,hù,Shanghai,消,沼,浪,滨,治,泥,沿,凉,法,HSK7-9
萝,luó,radish,岁,罗,衰,最,袁,畏,步,身,箩,HSK7-9
汹,xiōng,turbulent,涵,洒,钢,涡,纲,栋,闪,利,法,HSK7-9
拯,zhěng,to rescue,捡,球,挎,探,揉,恳,踏,毁,垮,HSK7-9
诫,jiè,to admonish,诚,械,讽,咙,憾,衔,栋,储,筑,HSK7-9
伺,cì,to wait upon,停,何,信,词,哼,请,惰,闯,荷,HSK7-9
梢,shāo,treetop,稍,档,根,销,俏,悄,粘,柄,标,HSK7-9
噪,zào,to chirp,躁,嗅,操,喂,藻,澡,稿,谍,槁,HSK7-9
盏,zhǎn,small cup,搓,轰,接,菱,择,落,捧,降,妻,HSK7-9
匿,nì,to hide,围,国,闺,皇,匪,困,磊,童,南,HSK7-9
缸,gāng,vat,吐,叶,佳,盐,芒,宝,节,在,枉,HSK7-9
觅,mì,to seek,觉,贸,览,贺,恳,搅,颈,宽,预,HSK7-9
诀,jué,knack,决,峡,挟,快,铁,状,跌,怪,衷,HSK7-9
虾,xiā,shrimp,堪,虹,钻,增,惜,宿,扣,卧,钟,HSK7-9
屯,tún,to stockpile,电,岂,芭,韦,卉,巾,于,击,克,HSK7-9
灼,zhuó,to scorch,炮,炉,炊,炕,约,办,狗,劝,访,HSK7-9
沮,jǔ,to stop,泪,泊,油,沽,汪,洁,沾,寺,浩,HSK7-9
俏,qiào,good-looking,侍,梢,悄,肖,哨,有,待,倍,情,HSK7-9
烫,tàng,to scald,淡,谈,渗,炎,黎,灸,痰,掺,修,HSK7-9
歹,dǎi,evil,罗,岁,步,外,夕,失,夜,矢,金,HSK7-9
葱,cōng,onion,荡,锈,感,撼,隧,擎,簇,惑,锻,HSK7-9
桨,jiǎng,oar,奖,笑,秀,柴,浆,梁,盆,芬,菜,HSK7-9
戳,chuō,to jab,载,截,键,裁,健,镶,撼,耀,轿,HSK7-9
趴,pā,to lie prone,叭,扒,欣,从,吹,认,耿,坎,炒,HSK7-9
酌,zhuó,pour wine,射,附,耽,猾,瑰,酿,悔,谢,魁,HSK7-9
肪,fáng,animal fat,仿,朋,脱,妨,访,助,成,肤,劝,HSK7-9
沧,cāng,dark blue,论,抢,呛,永,泡,冰,抡,疮,拎,HSK7-9
揣,chuǎi,to conjecture,瑞,踹,耐,端,喘,肺,带,制,吨,HSK7-9
橱,chú,cabinet,栋,粽,碌,街,倒,标,棍,树,榴,HSK7-9
弧,hú,arc,孤,狐,旅,涨,低,循,贩,派,纸,HSK7-9
吭,kēng,to utter,坑,抗,党,杭,阿,别,见,亮,判,HSK7-9
侈,chǐ,extravagant,哆,移,多,衫,够,修,俊,杉,梦,HSK7-9
猾,huá,crafty,韵,猜,脖,猛,钥,猎,贿,猩,骑,HSK7-9
皂,zào,soap,昆,异,旨,昏,尼,导,葛,毕,民,HSK7-9
狈,bèi,legendary wolf,犹,狼,狩,猿,账,涨,狗,狠,族,HSK7-9
苛,kē,exacting,节,吁,萤,苦,莹,芒,扫,旱,虽,HSK7-9
秽,huì,dirty,秩,核,梦,校,极,裂,殊,棱,裸,HSK7-9
搓,cuō,to rub with the hands,捧,羞,摧,捶,挫,蒲,择,塞,推,HSK7-9
